Operación;Total Nacional;Comunidades y Ciudades Autónomas;Periodo;Total
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2020M02;6,01
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2020M01;6,49
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2019M12;5,13
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2019M11;5,34
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2019M10;5,79
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2019M09;6,36
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2019M08;7,49
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2019M07;6,94
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2019M06;5,39
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2019M05;4,91
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2019M04;4,94
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2019M03;5,87
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2019M02;6,41
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2019M01;7,7
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2018M12;5,5
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2018M11;6,16
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2018M10;6,28
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2018M09;6,28
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2018M08;7,77
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2018M07;7
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2018M06;5,51
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2018M05;5,27
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2018M04;4,88
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2018M03;5,76
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2018M02;6,87
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2018M01;8,25
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2017M12;6,21
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2017M11;6,72
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2017M10;6,88
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2017M09;6,73
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2017M08;8,53
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2017M07;7,35
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2017M06;6,17
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2017M05;5,51
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2017M04;4,92
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2017M03;6,1
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2017M02;6,75
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2017M01;8,13
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2016M12;5,67
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2016M11;6,59
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2016M10;6,78
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2016M09;6,59
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2016M08;8,44
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2016M07;7,37
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2016M06;6,18
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2016M05;5,44
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2016M04;5,18
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2016M03;5,69
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2016M02;6,63
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2016M01;8,16
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2015M12;5,21
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2015M11;6,16
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2015M10;6,43
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2015M09;6,81
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2015M08;8,32
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2015M07;7,85
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2015M06;6,09
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2015M05;5,3
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2015M04;5,33
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2015M03;6,83
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2015M02;8,45
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2015M01;9,42
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2014M12;6,53
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2014M11;7,54
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2014M10;7,53
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2014M09;7,55
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2014M08;8,71
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2014M07;8,22
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2014M06;6,98
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2014M05;6,15
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2014M04;5,46
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2014M03;7,47
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2014M02;7,75
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;10 Comunitat Valenciana;2014M01;8,93
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2025M02;1,58
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2025M01;1,81
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2024M12;1,97
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2024M11;1,92
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2024M10;2,06
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2024M09;1,92
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2024M08;2,11
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2024M07;2,01
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2024M06;1,76
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2024M05;1,93
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2024M04;2,14
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2024M03;2,03
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2024M02;2,04
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2024M01;2,05
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2023M12;2,33
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2023M11;1,95
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2023M10;2,03
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2023M09;2,1
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2023M08;2,3
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2023M07;1,96
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2023M06;2,22
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2023M05;2,06
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2023M04;2,16
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2023M03;2,08
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2023M02;2,12
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2023M01;2,03
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2022M12;2,21
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2022M11;1,95
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2022M10;2,1
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2022M09;1,9
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2022M08;2,44
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2022M07;2,19
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2022M06;2,08
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2022M05;2,02
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2022M04;2,13
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2022M03;1,94
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2022M02;2,07
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2022M01;1,94
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2021M12;2,21
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2021M11;2,12
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2021M10;2,2
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2021M09;2,63
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2021M08;2,49
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2021M07;2,05
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2021M06;2,12
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2021M05;1,96
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2021M04;2,41
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2021M03;2,23
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2021M02;3,19
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2021M01;2,76
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2020M12;2,71
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2020M11;2,34
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2020M10;2,11
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2020M09;1,99
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2020M08;2,77
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2020M07;2,42
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2020M06;2,28
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2020M05;3,42
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2020M04;0
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2020M03;1,74
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2020M02;1,69
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2020M01;1,84
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2019M12;1,99
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2019M11;1,79
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2019M10;1,76
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2019M09;1,82
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2019M08;2,16
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2019M07;1,98
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2019M06;1,76
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2019M05;2,01
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2019M04;2,17
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2019M03;1,81
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2019M02;1,65
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2019M01;1,77
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2018M12;2,02
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2018M11;1,8
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2018M10;1,79
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2018M09;1,81
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2018M08;2,4
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2018M07;2,08
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2018M06;1,72
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2018M05;1,74
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2018M04;1,78
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2018M03;2,13
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2018M02;1,65
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2018M01;1,54
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2017M12;1,91
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2017M11;1,75
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2017M10;2,02
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2017M09;2,14
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2017M08;2,6
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2017M07;2,26
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2017M06;1,82
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2017M05;1,94
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2017M04;2,34
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2017M03;2,06
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2017M02;2,1
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2017M01;1,88
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2016M12;1,77
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2016M11;1,94
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2016M10;1,86
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2016M09;1,8
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2016M08;2,54
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2016M07;2,05
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2016M06;2,05
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2016M05;1,59
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2016M04;1,55
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2016M03;1,61
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2016M02;1,94
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2016M01;1,72
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2015M12;2,02
Encuesta de Ocupación en Apartamentos Turísticos;Total Nacional;11 Extremadura;2015M11;1,8
